,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,Meter,Kilo
2198,Luiz Felipe,21,Brazil,74,83,7500000,24000,Right,B,C,CB,2020,6.2,176,14300000,1.88,79.8
2199,T. Sippel,30,Germany,74,74,3600000,17000,Right,C,D,GK,2019,6.0,172,6100000,1.83,78.0
2200,B. Nuytinck,28,Netherlands,74,76,5500000,22000,Left,C,C,LCB,2021,6.3,181,10300000,1.91,82.1
2201,J. Buffarini,29,Argentina,74,74,4300000,19000,Right,B,B,RB,2021,5.7,168,6000000,1.7,76.2
2202,A. Wakaso,26,Ghana,74,76,5500000,9000,Right,B,C,CDM,2020,5.11,168,12000000,1.8,76.2
2203,N. Silva,28,Argentina,74,74,5500000,15000,Right,A,B,CAM,2019,5.4,128,8300000,1.63,58.1
2204,Castro,30,Portugal,74,74,5500000,22000,Right,C,B,CAM,2020,5.11,165,11000000,1.8,74.8
2205,M. Hedges,28,United States,74,74,4600000,8000,Right,B,C,RCB,2020,6.4,185,6800000,1.93,83.9
2206,João Pereira,34,Portugal,74,74,1600000,24000,Right,B,B,RB,2020,5.8,146,3200000,1.73,66.2
2209,Osvaldo Lodeiro,30,Brazil,74,74,4200000,14000,Right,B,C,LCB,2021,6.1,179,7900000,1.85,81.2
2210,Míchel,29,Spain,74,74,5500000,18000,Right,B,B,RCM,2019,6.0,157,12100000,1.83,71.2
2211,N. Maupay,21,France,74,80,8000000,30000,Right,B,B,ST,2021,5.7,152,16800000,1.7,68.9
2212,J. Rodríguez,24,Uruguay,74,79,7500000,18000,Right,B,B,LS,2023,5.10,170,13300000,1.78,77.1
2213,E. Mor,20,Turkey,74,83,8500000,16000,Left,B,A,LW,2022,5.7,141,19600000,1.7,64.0
2214,Lato,20,Spain,74,83,7500000,18000,Left,B,B,LB,2021,5.7,141,17300000,1.7,64.0
2215,Fernandão,31,Brazil,74,74,5000000,24000,Right,B,B,ST,2020,6.4,194,8500000,1.93,88.0
2216,O. Martínez,32,Paraguay,74,74,4300000,19000,Right,A,B,RCM,2020,5.5,157,7200000,1.65,71.2
2217,Suk Hyun Jun,27,Korea Republic,74,75,6500000,19000,Right,A,B,ST,2022,6.3,185,13500000,1.91,83.9
2218,N. Maksimović,23,Serbia,74,81,8000000,17000,Right,B,B,LCM,2024,6.0,165,18400000,1.83,74.8
2219,J. Kembo-Ekoko,30,DR Congo,74,74,5500000,18000,Right,B,B,RW,2019,5.10,172,11000000,1.78,78.0
2220,S. Anđelković,32,Slovenia,74,74,3200000,5000,Right,C,C,CB,2019,6.1,181,5000000,1.85,82.1
2221,A. Katai,27,Serbia,74,74,6000000,9000,Right,A,A,RM,2019,6.0,154,8700000,1.83,69.9
2222,Fabiano Sonta,26,Brazil,74,74,4900000,22000,Right,B,C,LCB,2021,5.11,181,9300000,1.8,82.1
2223,A. Ioniţă,27,Moldova,74,74,6000000,27000,Right,A,B,CAM,2021,6.0,161,10200000,1.83,73.0
2224,Seoane,35,Spain,74,74,1300000,6000,Right,B,C,RDM,2021,5.10,165,2100000,1.78,74.8
2225,C. Pizarro,39,Peru,74,74,1600000,18000,Right,A,A,ST,2019,6.0,185,2800000,1.83,83.9
2226,Ivo,31,Brazil,74,74,4900000,13000,Left,B,B,LCM,2019,6.0,143,10600000,1.83,64.9
2227,L. Sané,31,Senegal,74,74,3800000,7000,Right,C,C,LCB,2021,6.3,170,5700000,1.91,77.1
2228,Iñigo Pérez,30,Spain,74,74,4200000,9000,Left,B,C,LDM,2022,5.10,163,6700000,1.78,73.9
2229,D. Kreilach,29,Croatia,74,74,5500000,8000,Right,B,B,ST,2023,6.1,172,8300000,1.85,78.0
2231,S. Grandsir,21,France,74,85,9500000,36000,Right,A,B,RM,2023,5.6,141,20000000,1.68,64.0
2233,Diogo Leite,19,Portugal,74,87,9500000,5000,Left,B,C,CB,2021,6.2,161,24900000,1.88,73.0
2234,Davidson,27,Brazil,74,74,6000000,10000,Right,B,A,LM,2022,5.10,137,12600000,1.78,62.1
2235,Dídac Vilà,29,Spain,74,74,4300000,22000,Left,B,B,LB,2020,6.1,163,8900000,1.85,73.9
2238,E. Didot,34,France,74,74,1700000,19000,Right,B,C,RDM,2019,5.9,154,3400000,1.75,69.9
2239,Marlon Nideiro,34,Brazil,74,74,2800000,25000,Right,B,A,CAM,2021,5.7,146,5100000,1.7,66.2
2240,B. Bereszyński,25,Poland,74,77,6000000,25000,Right,B,B,LB,2023,6.0,170,10700000,1.83,77.1
2241,A. Hassan,25,Egypt,74,78,7500000,1000,Right,B,B,ST,2021,6.3,190,17100000,1.91,86.2
2242,Jacson Zonta,34,Brazil,74,74,2800000,13000,Right,A,B,RAM,2021,5.11,163,5400000,1.8,73.9
2243,R. Fanni,36,France,74,74,750000,5000,Right,B,C,RCB,2018,6.1,179,1100000,1.85,81.2
2244,A. Diamanti,35,Italy,74,74,2600000,4000,Left,C,A,CAM,2021,5.11,165,4000000,1.8,74.8
2246,S. Prcić,24,Bosnia Herzegovina,74,78,6000000,16000,Right,A,B,CDM,2021,5.11,161,13100000,1.8,73.0
2247,Leo Caldeirinha,34,Brazil,74,74,2800000,13000,Left,B,A,LAM,2021,5.9,165,5400000,1.75,74.8
2248,T. Sainsbury,26,Australia,74,77,6000000,13000,Right,B,C,RCB,2021,6.0,172,8900000,1.83,78.0
2249,Edgar Ié,24,Portugal,74,81,7000000,21000,Right,B,C,CB,2022,5.10,150,15400000,1.78,68.0
2250,Alvildo Sousa,34,Brazil,74,74,2800000,15000,Right,B,A,CAM,2021,6.0,174,5400000,1.83,78.9
2251,F. Đuričić,26,Serbia,74,76,7000000,40000,Right,A,A,CAM,2022,5.11,165,12400000,1.8,74.8
2252,J. Boëtius,24,Netherlands,74,78,7500000,22000,Right,A,A,CAM,2022,5.10,168,14100000,1.78,76.2
2253,F. Mubele,24,DR Congo,74,78,7500000,23000,Right,C,B,ST,2022,5.8,161,15600000,1.73,73.0
2254,A. Chávez,27,Argentina,74,75,6500000,17000,Left,C,B,LS,2021,6.0,176,10200000,1.83,79.8
2255,V. Kovalenko,22,Ukraine,74,82,8500000,1000,Right,B,B,CAM,2020,6.0,165,19600000,1.83,74.8
2256,Y. Kaboul,32,France,74,74,3200000,39000,Right,B,C,CB,2019,6.4,192,6100000,1.93,87.1
2257,R. Meggiorini,32,Italy,74,74,4500000,17000,Left,B,A,ST,2019,6.0,172,7600000,1.83,78.0
2258,B. Sagna,35,France,74,74,1200000,5000,Right,A,B,RB,2018,5.9,161,1800000,1.75,73.0
2260,Rafael Vaz,29,Brazil,74,74,4400000,11000,Left,B,C,LCB,2018,6.1,185,6100000,1.85,83.9
2261,Robson Denho,26,Brazil,74,74,4900000,14000,Right,B,C,RDM,2021,5.11,172,9300000,1.8,78.0
2262,Renatinho,29,Brazil,74,74,5500000,16000,Left,B,B,RM,2020,5.6,150,11800000,1.68,68.0
2263,J. Toljan,23,Germany,74,78,6000000,30000,Right,A,B,RB,2022,6.0,163,10700000,1.83,73.9
2264,Claudiano Sobrino,34,Brazil,74,74,1700000,14000,Right,A,C,RDM,2018,5.10,159,3200000,1.78,72.1
2265,S. M'Bia,32,Cameroon,74,74,3200000,22000,Right,B,C,CDM,2019,6.2,181,6500000,1.88,82.1
2266,Hélton Celanova,26,Brazil,74,74,6000000,25000,Left,B,B,ST,2021,5.11,203,11400000,1.8,92.1
2267,S. Sosa,31,Uruguay,74,74,3400000,8000,Right,B,D,GK,2018,6.0,174,5800000,1.83,78.9
2268,Erick Gameira,26,Brazil,74,74,6000000,15000,Right,B,B,ST,2021,5.11,168,11400000,1.8,76.2
2269,Pol Lirola,20,Spain,74,80,6500000,26000,Right,B,B,RM,2021,6.0,165,12400000,1.83,74.8
2270,M. Jajalo,30,Bosnia Herzegovina,74,74,5000000,5000,Right,B,B,LCM,2019,6.0,179,8000000,1.83,81.2
2271,H. Mukhtar,23,Germany,74,81,8000000,21000,Right,S,B,CAM,2021,5.8,157,12000000,1.73,71.2
2272,William,23,Brazil,74,79,6500000,28000,Right,B,B,RB,2022,5.7,148,11500000,1.7,67.1
2273,G. Bong,30,Cameroon,74,74,4100000,35000,Left,B,B,LB,2019,6.2,163,7700000,1.88,73.9
2274,N. Hult,28,Sweden,74,74,4400000,1000,Left,B,B,LB,2020,5.8,146,9800000,1.73,66.2
2275,J. Geis,24,Germany,74,77,6000000,20000,Right,B,C,CDM,2019,5.11,179,10700000,1.8,81.2
2276,L. Cavallini,25,Canada,74,77,7000000,9000,Left,B,B,RS,2022,6.0,196,12400000,1.83,88.9
2277,P. Verhaegh,34,Netherlands,74,74,1600000,32000,Right,B,C,RB,2019,5.10,163,2700000,1.78,73.9
2278,Jadson Vidigal,26,Brazil,74,74,6000000,27000,Right,B,C,ST,2021,5.9,154,10800000,1.75,69.9
2280,O. Vranješ,28,Bosnia Herzegovina,74,75,5000000,17000,Right,B,C,RCB,2022,6.0,165,7900000,1.83,74.8
2281,M. Bauer,26,Austria,74,77,5500000,34000,Right,B,B,RB,2023,5.11,163,10900000,1.8,73.9
2282,O. Kayode,25,Nigeria,74,78,7500000,1000,Right,C,B,ST,2023,5.9,143,16300000,1.75,64.9
2283,I. Nestorovski,28,FYR Macedonia,74,74,6000000,5000,Left,A,B,ST,2021,6.0,165,9600000,1.83,74.8
2284,F. Castillo,26,Colombia,74,75,6500000,19000,Right,A,A,LM,2019,5.8,150,11500000,1.73,68.0
2285,Bruno Varela,23,Portugal,74,79,5500000,7000,Right,B,D,GK,2020,6.3,192,11400000,1.91,87.1
2286,L. Narsingh,27,Netherlands,74,74,6000000,28000,Right,B,A,RW,2019,5.10,170,11400000,1.78,77.1
2288,L. Robles,34,United States,74,74,2300000,6000,Right,B,D,GK,2018,6.1,201,3400000,1.85,91.2
2290,G. Shinnie,26,Scotland,74,75,5500000,8000,Left,A,B,CDM,2019,5.9,159,10000000,1.75,72.1
2292,I. Konaté,19,France,74,84,7500000,15000,Right,B,B,RCB,2022,6.4,205,14300000,1.93,93.0
2293,B. Ecuélé Manga,29,Gabon,74,74,4400000,37000,Right,B,C,RB,2019,6.1,168,8700000,1.85,76.2
2294,J. Córdoba,25,Colombia,74,78,7500000,20000,Right,B,B,RS,2021,6.2,187,11800000,1.88,84.8
2295,Edvaldisco,26,Brazil,74,74,4900000,18000,Left,B,C,RDM,2021,6.0,157,9300000,1.83,71.2
2296,G. Sakai,27,Japan,74,74,4600000,12000,Right,S,B,RB,2020,5.9,163,7400000,1.75,73.9
2297,A. González,23,Mexico,74,80,7500000,32000,Left,B,B,CM,2020,5.8,154,14300000,1.73,69.9
2299,J. Dueñas,29,Mexico,74,74,5500000,44000,Right,A,B,LB,2021,5.9,161,8800000,1.75,73.0
2300,N. De Préville,27,France,74,74,6000000,36000,Right,B,B,LW,2021,5.10,170,11400000,1.78,77.1
2301,Diogo Figueiras,27,Portugal,74,75,5000000,12000,Right,B,B,RB,2022,5.6,141,10400000,1.68,64.0
2303,P. Aguilar,32,Mexico,74,74,3100000,44000,Right,B,B,RB,2018,5.11,148,5300000,1.8,67.1
2304,K. Dolly,25,South Africa,74,77,7000000,21000,Left,A,B,CAM,2021,5.7,154,14500000,1.7,69.9
2305,F. Mora,24,Chile,74,78,7500000,18000,Right,B,B,RS,2019,5.9,159,13300000,1.75,72.1
2306,P. Barrientos,33,Argentina,74,74,3400000,21000,Left,B,A,LS,2023,5.9,152,5800000,1.75,68.9
2307,H. Rodallega,32,Colombia,74,74,4500000,28000,Right,B,B,ST,2019,5.11,159,9000000,1.8,72.1
2308,A. Epureanu,31,Moldova,74,74,3800000,20000,Left,C,C,LCB,2020,6.2,187,7200000,1.88,84.8
2309,M. Caraglio,29,Argentina,74,74,5500000,25000,Left,B,B,ST,2019,6.2,190,9400000,1.88,86.2
2310,S. Lung,29,Romania,74,76,4600000,11000,Right,B,D,GK,2020,6.2,185,9500000,1.88,83.9
2311,Maurício,26,Brazil,74,76,5500000,11000,Right,B,C,CB,2021,6.0,181,7600000,1.83,82.1
2312,A. Boruc,38,Poland,74,74,375000,24000,Right,B,D,GK,2019,6.4,192,713000,1.93,87.1
2313,C. Gordon,35,Scotland,74,74,1300000,20000,Left,B,D,GK,2020,6.4,183,2400000,1.93,83.0
2314,F. Santander,27,Paraguay,74,75,6500000,29000,Right,C,B,ST,2022,6.2,176,11500000,1.88,79.8
2315,A. Ramírez,37,Colombia,74,74,1800000,4000,Right,B,B,RCM,2018,5.9,168,2500000,1.75,76.2
2316,M. Cabrera,32,Uruguay,74,74,4400000,3000,Right,B,A,CAM,2023,5.10,152,6100000,1.78,68.9
2317,B. Valdez,25,Paraguay,74,77,6000000,42000,Right,B,C,RCB,2020,6.0,174,10700000,1.83,78.9
2318,Pozo,22,Spain,74,81,8000000,15000,Right,A,B,CAM,2023,5.7,143,19200000,1.7,64.9
2319,Bruno Gaspar,25,Portugal,74,78,6000000,10000,Right,B,B,RB,2023,5.11,152,12500000,1.8,68.9
2320,N. Rigoni,27,Italy,74,74,6000000,15000,Right,B,B,RCM,2021,6.2,185,10200000,1.88,83.9
2321,I. Kahveci,22,Turkey,74,78,7500000,19000,Left,A,A,CAM,2021,5.9,148,14800000,1.75,67.1
2322,Sebas Couteira,30,Brazil,74,74,5500000,14000,Right,A,A,RAM,2021,5.10,154,10500000,1.78,69.9
2323,Walace,23,Brazil,74,80,6500000,22000,Right,B,B,LDM,2022,6.2,165,13000000,1.88,74.8
2324,R. Shawcross,30,England,74,74,4200000,34000,Right,B,C,RCB,2021,6.3,168,7900000,1.91,76.2
2325,David Simão,28,Portugal,74,74,5500000,9000,Left,B,B,LCM,2019,6.0,163,11600000,1.83,73.9
2326,C. Rius,29,Argentina,74,74,5500000,13000,Right,C,B,RW,2019,5.7,159,8300000,1.7,72.1
2327,B. Martins Indi,26,Netherlands,74,77,6000000,34000,Left,B,C,CB,2022,6.1,168,11900000,1.85,76.2
2328,P. Rosario,21,Netherlands,74,82,7000000,9000,Right,B,B,RCM,2020,6.2,161,11200000,1.88,73.0
2329,Álvaro García,25,Spain,74,75,6500000,17000,Left,B,B,LM,2023,5.6,130,14800000,1.68,59.0
2330,Kauã Abranches,34,Brazil,74,74,2800000,19000,Right,A,B,RAM,2021,5.10,154,5400000,1.78,69.9
2331,A. Gyan,32,Ghana,74,74,4500000,15000,Right,B,B,ST,2019,5.11,170,9000000,1.8,77.1
2332,D. Simpson,31,England,74,74,3700000,46000,Right,B,B,RB,2019,5.9,176,7000000,1.75,79.8
2333,H. Seferović,26,Switzerland,74,76,7000000,12000,Left,B,B,ST,2022,6.2,187,14500000,1.88,84.8
2334,R. Sobhi,21,Egypt,74,79,7500000,29000,Right,A,A,LM,2021,6.0,170,14800000,1.83,77.1
2335,P. Gazzaniga,26,Argentina,74,78,5000000,46000,Right,B,D,GK,2022,6.5,198,9600000,1.96,89.8
2336,F. Mussis,26,Argentina,74,75,5500000,17000,Right,B,C,CDM,2018,5.9,165,8700000,1.75,74.8
2337,A. Masina,24,Italy,74,79,6500000,33000,Left,B,B,LB,2023,6.3,192,12800000,1.91,87.1
2338,J. Błaszczykowski,32,Poland,74,74,4400000,35000,Right,A,B,RM,2019,5.9,170,7400000,1.75,77.1
2339,J. Beausejour,34,Chile,74,74,1600000,11000,Left,C,B,LB,2019,5.10,183,2200000,1.78,83.0
2340,J. Livermore,28,England,74,74,5500000,31000,Right,C,B,RCM,2022,5.11,163,10500000,1.8,73.9
2341,D. Kourmpelis,24,Greece,74,79,6500000,1000,Right,B,B,RDM,2021,6.0,170,14800000,1.83,77.1
2342,Nicolás Formido,30,Brazil,74,74,5500000,23000,Left,A,A,LAM,2021,6.0,170,10500000,1.83,77.1
2343,J. Aidoo,22,Ghana,74,81,7000000,12000,Right,C,C,LCB,2020,5.10,183,11900000,1.78,83.0
2344,Melendo,20,Spain,74,82,8500000,17000,Left,B,B,RM,2022,5.6,139,19600000,1.68,63.0
2345,E. Pieters,29,Netherlands,74,74,4300000,35000,Left,B,B,LB,2020,6.0,185,8100000,1.83,83.9
2346,Luisinho,33,Portugal,74,74,2200000,19000,Left,B,B,LB,2021,5.7,137,4800000,1.7,62.1
2348,Ramalho,25,Spain,74,78,6000000,22000,Right,C,C,RCB,2019,5.11,150,13100000,1.8,68.0
2349,Kévin Rodrigues,24,Portugal,74,79,6500000,18000,Left,B,C,LB,2020,5.7,154,14100000,1.7,69.9
2350,K. Piątek,23,Poland,74,80,8000000,15000,Right,C,B,ST,2022,6.0,170,15200000,1.83,77.1
2351,R. Vlaar,33,Netherlands,74,74,2300000,13000,Right,A,C,RCB,2019,6.2,176,3400000,1.88,79.8
2352,R. van Wolfswinkel,29,Netherlands,74,74,5500000,26000,Right,A,B,RM,2020,6.1,154,8300000,1.85,69.9
2353,Ilie Sánchez,27,Spain,74,75,5500000,7000,Right,B,B,CDM,2021,5.11,170,8700000,1.8,77.1
2354,Ewerton,29,Brazil,74,74,4400000,20000,Left,C,C,CB,2020,6.2,196,7900000,1.88,88.9
2355,A. Chumacero,27,Bolivia,74,75,6500000,9000,Right,B,B,CM,2018,5.5,143,11500000,1.65,64.9
2356,Dani Pacheco,27,Spain,74,74,6000000,10000,Right,B,B,LM,2021,5.6,143,9600000,1.68,64.9
2357,L. Rodríguez,33,Argentina,74,74,3500000,13000,Right,A,A,RS,2020,5.6,157,5300000,1.68,71.2
2358,A. Jahović,31,FYR Macedonia,74,74,5000000,18000,Right,B,B,ST,2020,6.3,198,10000000,1.91,89.8
2359,M. Britos,32,Uruguay,74,74,3200000,39000,Left,B,C,CB,2019,6.3,187,6100000,1.91,84.8
2360,M. Rits,24,Belgium,74,78,7000000,17000,Right,S,B,LM,2022,5.10,161,11000000,1.78,73.0
2361,S. Deli,26,Ivory Coast,74,76,5500000,1000,Left,B,C,RCB,2020,6.4,185,12500000,1.93,83.9
2362,H. Traoré,26,Mali,74,76,5500000,24000,Right,B,B,RB,2021,5.9,157,10900000,1.75,71.2
2364,Crespo,31,Spain,74,74,3800000,1000,Right,B,C,RCB,2019,6.1,165,8000000,1.85,74.8
2365,Rafael,28,Brazil,74,77,4900000,23000,Right,C,D,GK,2022,6.1,183,8700000,1.85,83.0
2367,L. Öztunalı,22,Germany,74,80,7500000,20000,Right,B,B,RM,2021,6.0,176,15000000,1.83,79.8
2368,M. Jojić,26,Serbia,74,76,6500000,22000,Right,B,B,CM,2021,5.10,174,12800000,1.78,78.9
2369,Vitor Bueno,23,Brazil,74,81,8000000,1000,Right,B,B,CAM,2021,6.0,174,18400000,1.83,78.9
2370,G. Til,20,Netherlands,74,80,8000000,10000,Right,B,B,CAM,2023,6.0,163,13600000,1.83,73.9
2371,I. Pussetto,22,Argentina,74,82,8500000,22000,Right,A,B,RW,2023,5.11,163,17000000,1.8,73.9
2372,A. Ajeti,21,Switzerland,74,81,8000000,19000,Right,A,B,ST,2022,6.0,170,13600000,1.83,77.1
2373,Luiz Araújo,22,Brazil,74,83,8500000,23000,Left,C,B,LM,2022,5.9,154,18700000,1.75,69.9
2374,A. Besedin,22,Ukraine,74,80,8000000,1000,Right,B,B,ST,2019,6.1,168,18400000,1.85,76.2
2375,T. Didillon,22,France,74,81,6000000,11000,Left,C,D,GK,2022,6.2,194,10200000,1.88,88.0
2376,Arana,21,Brazil,74,82,7000000,10000,Left,C,B,LB,2022,5.9,150,16100000,1.75,68.0
2377,Zainadine,30,Mozambique,74,74,4200000,9000,Right,B,C,RCB,2020,5.10,165,8800000,1.78,74.8
2378,K. Théophile-Catherine,28,France,74,75,5000000,1000,Right,B,B,RCB,2020,6.0,190,11400000,1.83,86.2
2379,A. Gianniotis,25,Greece,74,78,5000000,1000,Right,B,D,GK,2020,6.4,187,11400000,1.93,84.8
2380,Bruno Saltor,37,Spain,74,74,650000,25000,Right,B,B,RB,2019,5.11,168,1200000,1.8,76.2
2381,M. Stendera,22,Germany,74,79,7500000,24000,Right,A,B,CM,2020,5.8,159,13300000,1.73,72.1
2382,S. Kalu,20,Nigeria,74,85,9500000,25000,Right,A,B,RW,2023,5.9,163,20000000,1.75,73.9
2383,Juan Cala,28,Spain,74,74,4600000,10000,Right,B,C,LCB,2020,6.1,190,7300000,1.85,86.2
2384,J. Tavernier,26,England,74,75,5500000,39000,Right,B,A,RB,2022,6.0,165,10300000,1.83,74.8
2385,W. McKennie,19,United States,74,86,9500000,12000,Right,B,B,LCM,2022,6.1,185,18100000,1.85,83.9
2386,W. Tesillo,28,Colombia,74,74,4600000,24000,Left,B,C,LCB,2018,6.0,172,7800000,1.83,78.0
2387,A. Mariappa,31,Jamaica,74,74,3800000,39000,Right,B,C,RCB,2020,5.11,172,7200000,1.8,78.0
2388,S. Morrison,27,England,74,76,5500000,35000,Right,C,C,RCB,2022,6.4,185,11400000,1.93,83.9
2389,J. Brenet,24,Netherlands,74,77,6000000,22000,Right,B,B,LWB,2022,5.11,163,10700000,1.8,73.9
2390,B. Dack,24,England,74,78,7500000,32000,Right,A,B,CAM,2021,5.9,157,14800000,1.75,71.2
2392,T. Pukki,28,Finland,74,74,6000000,29000,Right,B,B,ST,2021,5.11,176,11400000,1.8,79.8
2393,William,26,Brazil,74,75,6500000,11000,Right,A,B,ST,2020,6.0,176,14100000,1.83,79.8
2394,L. Melgarejo,27,Paraguay,74,74,6000000,1000,Left,C,A,LM,2020,5.10,165,12600000,1.78,74.8
2395,J. Jones,26,Trinidad & Tobago,74,74,6000000,18000,Left,C,B,LM,2020,5.11,161,9600000,1.8,73.0
2396,I. Sosa,31,Argentina,74,74,4900000,43000,Right,B,B,RM,2020,5.10,163,7900000,1.78,73.9
2397,M. Ekici,28,Turkey,74,74,5500000,51000,Right,S,B,CAM,2020,5.11,168,10500000,1.8,76.2
2400,F. Đorđević,30,Serbia,74,74,5500000,17000,Left,C,B,RS,2021,6.1,176,9400000,1.85,79.8
2401,E. Room,29,Curacao,74,75,4400000,11000,Right,B,D,GK,2019,6.2,179,6400000,1.88,81.2
2403,Ruben Lima,28,Portugal,74,74,4400000,6000,Left,C,B,LB,2019,5.10,152,9300000,1.78,68.9
2404,Fábio Espinho,32,Portugal,74,74,4400000,8000,Right,B,A,RCM,2020,5.7,141,9200000,1.7,64.0
2405,L. Marković,24,Serbia,74,77,7000000,62000,Right,B,A,RM,2019,5.9,143,13800000,1.75,64.9
2406,J. Barrera,22,Colombia,74,82,8500000,4000,Left,A,A,RM,2023,5.7,161,13600000,1.7,73.0
2407,R. Mora,30,Uruguay,74,74,5500000,22000,Right,A,B,ST,2020,5.7,163,7700000,1.7,73.9
2408,D. Lazović,27,Serbia,74,74,6000000,15000,Right,A,B,LM,2020,5.11,146,10200000,1.8,66.2
2409,M. Burda,23,Ukraine,74,81,7000000,1000,Right,B,C,RCB,2022,6.2,176,16100000,1.88,79.8
2410,Tana,27,Spain,74,74,6000000,11000,Right,A,A,CAM,2023,5.7,161,9600000,1.7,73.0
2411,A. Miranchuk,22,Russia,74,81,8000000,1000,Right,A,B,CAM,2019,6.0,159,18400000,1.83,72.1
2412,L. Grabban,30,England,74,74,5500000,45000,Right,B,B,ST,2022,6.0,172,10500000,1.83,78.0
2414,J. Hušbauer,28,Czech Republic,74,74,5500000,1000,Right,A,B,LDM,2019,6.0,168,12100000,1.83,76.2
2415,A. Soumaoro,26,France,74,79,6000000,24000,Right,B,C,LCB,2021,6.2,201,12500000,1.88,91.2
2416,Patric,30,Brazil,74,74,5500000,13000,Right,B,B,RS,2018,6.2,181,6900000,1.88,82.1
2417,P. Diamanka,28,Senegal,74,74,4600000,10000,Right,B,B,RCM,2019,6.0,159,7300000,1.83,72.1
2418,A. Pulido,27,Mexico,74,75,6500000,35000,Right,C,B,ST,2021,5.10,168,11500000,1.78,76.2
2419,Roger Guedes,21,Brazil,74,81,8000000,14000,Right,B,B,RW,2019,6.0,148,18800000,1.83,67.1
2420,D. N'Doye,33,Senegal,74,74,3500000,20000,Right,B,B,RS,2019,6.1,179,4600000,1.85,81.2
2421,S. Johansen,27,Norway,74,75,6500000,45000,Left,B,B,LCM,2019,6.0,172,12800000,1.83,78.0
2422,I. Afellay,32,Netherlands,74,74,4400000,37000,Right,A,A,CAM,2019,5.11,168,8300000,1.8,76.2
2423,A. Zambo Anguissa,22,Cameroon,74,82,7000000,35000,Right,C,B,RCM,2023,6.0,172,14700000,1.83,78.0
2424,N. Lombaerts,33,Belgium,74,74,2300000,14000,Left,C,C,LCB,2020,6.2,174,3400000,1.88,78.9
2426,I. Sangaré,20,Ivory Coast,74,85,8500000,16000,Right,A,B,CDM,2021,6.3,170,18700000,1.91,77.1
2427,A. Sulu,32,Turkey,74,74,3200000,17000,Right,A,C,LCB,2019,6.0,176,5200000,1.83,79.8
2429,R. Saïss,28,Morocco,74,74,5500000,55000,Left,B,B,CM,2020,6.3,185,10500000,1.91,83.9
2430,J. Haberer,24,Germany,74,78,7000000,19000,Right,B,B,RDM,2020,6.1,170,13100000,1.85,77.1
2431,E. Dennis,20,Nigeria,74,85,9500000,15000,Right,B,A,RM,2021,5.9,150,16200000,1.75,68.0
2432,J. Kana-Biyik,28,Cameroon,74,75,5000000,13000,Right,B,C,RCB,2019,6.0,190,10400000,1.83,86.2
2433,V. Barkas,24,Greece,74,77,5000000,1000,Left,C,D,GK,2022,6.5,201,11400000,1.96,91.2
2434,K. Johnsson,28,Sweden,74,74,4000000,16000,Right,C,D,GK,2020,6.2,185,7900000,1.88,83.9
2435,S. Floccari,36,Italy,74,74,2000000,11000,Right,B,B,ST,2023,5.11,174,3600000,1.8,78.9
2436,S. Prödl,31,Austria,74,74,3800000,39000,Right,C,C,RCB,2021,6.5,214,7200000,1.96,97.1
2437,V. Laurini,29,France,74,74,4300000,41000,Right,B,B,RB,2020,5.8,159,7200000,1.73,72.1
2438,A. Eschenko,34,Russia,74,74,1600000,1000,Right,B,C,RB,2019,5.9,172,3300000,1.75,78.0
2439,S. Okaka,28,Italy,74,74,6000000,48000,Right,B,C,ST,2021,6.1,198,11400000,1.85,89.8
2440,J. Kodjia,28,Ivory Coast,74,74,6000000,21000,Right,B,B,ST,2020,6.2,170,11400000,1.88,77.1
2441,A. Oyongo,27,Cameroon,74,75,5000000,20000,Left,C,B,LWB,2022,5.9,150,10400000,1.75,68.0
2442,S. Bolat,29,Turkey,74,75,4400000,9000,Right,B,D,GK,2020,6.1,183,6900000,1.85,83.0
2444,A. Behich,27,Australia,74,75,5000000,13000,Left,A,B,LB,2022,5.7,139,7400000,1.7,63.0
2446,F. Haroun,32,Belgium,74,74,3200000,11000,Right,B,B,LDM,2020,6.2,165,4800000,1.88,74.8
2447,D. Gosling,28,England,74,74,5500000,51000,Right,B,B,CM,2021,6.0,174,10500000,1.83,78.9
2448,Pedro Santos,30,Portugal,74,74,5500000,8000,Left,S,B,RM,2019,5.8,139,8300000,1.73,63.0
2449,J. Larsen,19,Denmark,74,85,9500000,18000,Right,A,B,LM,2021,6.0,165,18100000,1.83,74.8
2450,F. Bastians,30,Germany,74,74,4200000,13000,Left,B,C,LCB,2019,6.2,183,9000000,1.88,83.0
2451,J. Ralls,24,England,74,79,7500000,34000,Left,C,B,RCM,2022,5.10,154,15600000,1.78,69.9
2453,Victorino Magela,30,Brazil,74,74,3600000,9000,Right,C,D,GK,2021,6.2,187,6900000,1.88,84.8
2454,Marc Navarro,22,Spain,74,81,6500000,33000,Right,C,C,RB,2023,6.2,174,13700000,1.88,78.9
2455,K. Kamara,33,Sierra Leone,74,74,3500000,9000,Right,B,B,ST,2023,6.2,165,5300000,1.88,74.8
2456,Dória,23,Brazil,74,78,6000000,15000,Left,C,C,LCB,2022,6.2,181,10700000,1.88,82.1
