,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,pac,shot,pas,dri,deff,phy,Meter,Kilo
3647,Yu Hanchao,31,China PR,72,72,2700000,13000,Left,S,B,LM,2021,5.10,143,6000000,77,63,62,74,44,68,1.78,64.9
3650,S. Badji,28,Senegal,72,72,2500000,13000,Right,B,C,RDM,2019,5.11,165,5000000,67,55,57,63,71,77,1.8,74.8
3652,D. Limnios,20,Greece,72,80,4600000,1000,Right,B,B,RM,2021,5.11,157,10600000,81,67,63,72,33,56,1.8,71.2
3653,René,34,Spain,72,72,1300000,5000,Right,C,D,GK,2019,6.1,174,2000000,53,18,23,45,16,50,1.85,78.9
3654,S. Scuffet,22,Italy,72,82,3800000,11000,Right,C,D,GK,2022,6.3,172,7700000,50,17,26,44,18,52,1.91,78.0
3655,J. Rinne,25,Sweden,72,77,3000000,8000,Left,C,D,GK,2022,6.2,179,3900000,46,17,25,41,16,43,1.88,81.2
3656,L. Agbenyenu,21,Ghana,72,80,3900000,6000,Left,B,C,LB,2022,5.9,154,8600000,81,45,53,70,67,76,1.75,69.9
3657,Marcão,24,Brazil,72,77,4200000,6000,Right,B,B,ST,2021,6.5,192,5600000,66,68,42,62,32,74,1.96,87.1
3658,J. Sala,26,Italy,72,73,3000000,21000,Right,A,B,RB,2020,5.11,165,5300000,73,64,68,70,68,71,1.8,74.8
3659,A. Bamba,28,Ivory Coast,72,72,2500000,16000,Right,B,C,RWB,2021,6.0,159,4900000,79,45,60,67,68,73,1.83,72.1
3660,R. Quioto,26,Honduras,72,72,3300000,7000,Right,B,B,LM,2022,5.11,172,5000000,81,65,67,72,30,73,1.8,78.0
3661,Santi da Bruma,34,Brazil,72,72,1600000,11000,Right,S,B,ST,2021,5.8,148,3100000,86,70,71,80,40,60,1.73,67.1
3662,Y. En-Nesyri,21,Morocco,72,78,4400000,17000,Left,A,B,LS,2023,6.4,172,10000000,76,68,48,64,37,64,1.93,78.0
3663,S. Jung,28,Germany,72,72,2500000,27000,Right,A,B,RB,2019,5.10,159,4200000,69,51,67,72,70,65,1.78,72.1
3665,Thiago Alminxa,26,Brazil,72,72,3400000,14000,Right,A,B,ST,2021,6.0,157,6500000,82,65,63,69,28,63,1.83,71.2
3666,J. Lucumi,23,Colombia,72,80,4600000,4000,Right,B,B,LM,2020,5.10,139,7300000,81,64,55,72,25,67,1.78,63.0
3667,T. Chevalier,31,France,72,72,2700000,12000,Right,A,B,LS,2021,5.10,176,4100000,81,72,67,73,37,74,1.78,79.8
3668,S. Polter,27,Germany,72,73,3600000,24000,Right,B,B,ST,2020,6.3,205,6100000,70,68,48,64,32,78,1.91,93.0
3669,M. Møller Dæhli,23,Norway,72,77,4200000,12000,Right,B,B,LM,2021,5.10,157,7000000,78,54,65,76,22,48,1.78,71.2
3670,O. Boumal,28,Cameroon,72,72,3100000,6000,Left,B,B,RM,2018,6.0,148,3900000,85,64,67,70,43,67,1.83,67.1
3671,K. Boyd,34,Scotland,72,72,1600000,7000,Right,A,C,ST,2019,6.1,183,2900000,43,73,59,66,34,69,1.85,83.0
3673,M. Malyshev,25,Ukraine,72,78,3600000,1000,Right,B,B,CDM,2021,5.11,168,8300000,71,62,63,69,65,73,1.8,76.2
3674,M. Zaracho,20,Argentina,72,85,6000000,11000,Right,B,B,RM,2021,5.7,141,12800000,87,59,65,75,50,60,1.7,64.0
3675,M. Shaparenko,19,Ukraine,72,85,6000000,1000,Right,B,B,CAM,2022,5.10,159,16400000,58,57,62,69,61,57,1.78,72.1
3676,J. Boye,31,Ghana,72,72,2100000,6000,Right,B,C,LCB,2020,6.0,161,3800000,71,29,46,61,69,77,1.83,73.0
3677,V. Regini,27,Italy,72,72,2600000,21000,Left,C,C,LB,2021,6.1,174,4400000,68,40,49,63,73,70,1.85,78.9
3678,H. Martín,25,Mexico,72,75,4000000,41000,Right,B,B,ST,2023,5.10,161,7000000,77,68,62,75,40,64,1.78,73.0
3680,Cristian Lodeira,26,Brazil,72,72,3400000,11000,Right,A,B,ST,2021,5.8,146,6500000,81,69,55,78,34,53,1.73,66.2
3682,L. Menossi,24,Argentina,72,76,4000000,10000,Right,B,B,RDM,2019,5.7,154,6300000,78,66,67,77,63,66,1.7,69.9
3683,Adrián Marín,21,Spain,72,81,4100000,11000,Left,C,B,LB,2021,6.1,172,9500000,70,46,58,67,70,68,1.85,78.0
3684,Aleñá,20,Spain,72,85,6000000,58000,Left,B,B,CM,2022,5.11,161,16100000,77,64,67,73,56,58,1.8,73.0
3685,D. Maresic,18,Austria,72,84,4500000,6000,Right,A,C,LCB,2020,6.0,163,7400000,60,31,46,60,72,72,1.83,73.9
3686,O. Lewicki,25,Sweden,72,75,3300000,5000,Right,B,C,LCM,2020,5.7,150,4500000,61,50,57,70,71,80,1.7,68.0
3688,Walter Silvieiro,26,Brazil,72,72,3400000,14000,Right,B,B,ST,2018,5.10,154,6500000,72,75,61,64,40,64,1.78,69.9
3689,M. Waghorn,28,England,72,72,3200000,34000,Left,A,B,ST,2021,5.10,183,6100000,71,71,67,66,33,71,1.78,83.0
3690,D. Álvarez,23,Mexico,72,77,4200000,9000,Right,C,B,RM,2019,5.9,154,7400000,88,58,69,71,33,58,1.75,69.9
3691,M. Castagnetti,28,Italy,72,72,3100000,4000,Left,B,B,CM,2021,5.11,157,4900000,67,65,67,70,69,76,1.8,71.2
3692,A. Davies,17,Canada,72,87,6000000,3000,Left,A,A,RM,2018,5.11,159,12800000,92,63,58,74,54,71,1.8,72.1
3693,L. Mabiala,30,DR Congo,72,72,2300000,6000,Right,C,C,RCB,2018,6.2,176,3500000,36,41,49,49,72,75,1.88,79.8
3694,Y. Abdelhamid,30,Morocco,72,72,2300000,13000,Left,B,C,LCB,2020,6.3,183,4600000,42,28,39,48,72,73,1.91,83.0
3696,C. Strandberg,22,Sweden,72,78,4300000,6000,Left,C,B,ST,2021,6.1,187,6500000,83,66,47,63,32,73,1.85,84.8
3697,A. Shabanov,26,Ukraine,72,77,3400000,1000,Right,B,C,CB,2021,6.2,174,7500000,60,25,40,51,72,68,1.88,78.9
3698,G. Brugman,25,Uruguay,72,74,3700000,4000,Right,B,B,CM,2022,5.9,146,6100000,71,62,72,74,56,62,1.75,66.2
3699,Josué da Feira,26,Brazil,72,72,3400000,11000,Right,B,B,ST,2021,5.10,157,6500000,69,72,59,70,32,59,1.78,71.2
3700,C. Pinsoglio,28,Italy,72,72,2200000,44000,Left,C,D,GK,2020,6.4,187,3600000,42,12,21,40,15,49,1.93,84.8
3701,W. Foderingham,27,England,72,75,2600000,26000,Left,B,D,GK,2020,6.1,165,4900000,43,15,31,44,16,48,1.85,74.8
3702,D. Arias,33,Colombia,72,72,1300000,3000,Right,A,B,CDM,2022,5.8,163,1700000,66,63,65,72,67,74,1.73,73.9
3703,D. Bouanga,23,Gabon,72,77,4200000,12000,Right,A,B,LM,2021,5.11,157,8600000,78,68,68,68,28,64,1.8,71.2
3704,M. Olunga,24,Kenya,72,79,4400000,8000,Left,B,B,ST,2021,6.4,187,6400000,71,68,44,64,31,73,1.93,84.8
3705,Murilo,23,Brazil,72,78,4300000,9000,Left,B,B,RM,2023,5.10,159,9400000,84,69,64,73,28,57,1.78,72.1
3706,T. Trybull,25,Germany,72,74,3200000,18000,Right,B,B,CDM,2021,5.11,159,6300000,62,53,61,67,68,77,1.8,72.1
3708,T. Cardona,22,Argentina,72,78,3600000,9000,Left,B,C,LCB,2022,6.1,168,6000000,56,46,45,58,71,80,1.85,76.2
3709,C. Fassnacht,24,Switzerland,72,75,3900000,14000,Right,B,B,RM,2019,6.1,170,6200000,81,64,56,68,31,66,1.85,77.1
3711,Quique,28,Spain,72,72,3200000,9000,Left,B,B,RS,2022,5.9,148,5100000,74,71,64,72,44,66,1.75,67.1
3712,M. Günok,29,Turkey,72,73,2400000,14000,Right,C,D,GK,2020,6.5,203,4800000,56,16,25,44,17,53,1.96,92.1
3713,T. Kalas,25,Czech Republic,72,76,3400000,26000,Right,B,C,LCB,2021,6.0,176,6700000,72,48,43,66,70,74,1.83,79.8
3714,A. Briançon,23,France,72,76,3400000,11000,Right,C,C,RCB,2021,6.1,174,7100000,59,49,51,60,70,75,1.85,78.9
3715,S. Abdullahi,25,Nigeria,72,75,3300000,12000,Right,A,C,CB,2020,5.11,159,6800000,75,51,61,67,70,75,1.8,72.1
3716,L. Štetina,26,Slovakia,72,74,3100000,1000,Right,C,C,CB,2020,6.1,187,7100000,62,38,40,53,70,72,1.85,84.8
3717,K. Kerschbaumer,26,Austria,72,73,3600000,19000,Right,A,B,RDM,2021,5.11,170,6000000,72,62,66,70,59,75,1.8,77.1
3718,J. Tallo,25,Ivory Coast,72,76,4100000,8000,Right,B,B,ST,2020,6.1,176,8900000,69,69,58,70,32,74,1.85,79.8
3719,P. Díaz,23,Chile,72,79,3700000,20000,Right,B,C,LCB,2023,5.11,154,7000000,78,42,56,61,70,74,1.8,69.9
3720,C. Gruezo,23,Ecuador,72,79,3700000,5000,Right,B,C,CDM,2019,5.7,148,6400000,63,47,56,69,67,76,1.7,67.1
3721,P. Gallese,28,Peru,72,73,2500000,5000,Right,B,D,GK,2019,6.2,170,4300000,47,19,27,43,20,39,1.88,77.1
3722,J. Morrison,32,Scotland,72,72,2400000,24000,Right,B,B,LCM,2019,5.10,141,4600000,57,73,69,73,60,60,1.78,64.0
3723,J. Foyth,20,Argentina,72,85,5500000,33000,Right,B,B,CB,2022,6.2,152,13600000,71,45,50,68,72,66,1.88,68.9
3725,B. Acosta,24,Honduras,72,76,4100000,7000,Right,B,B,LM,2022,5.9,161,6800000,85,67,66,73,65,79,1.75,73.0
3726,R. Vargas,31,Venezuela,72,72,2700000,4000,Right,A,A,CAM,2019,5.9,154,3400000,73,67,68,71,28,53,1.75,69.9
3727,M. Ducksch,24,Germany,72,76,4100000,20000,Right,B,B,ST,2022,6.2,174,7700000,66,68,59,66,37,66,1.88,78.9
3728,N. Asare,31,Ghana,72,72,2000000,14000,Left,A,B,LB,2019,5.8,146,3100000,69,59,68,74,70,71,1.73,66.2
3729,J. Gressel,24,Germany,72,78,4300000,6000,Right,A,B,RM,2018,6.1,185,7200000,72,63,67,66,60,73,1.85,83.9
3730,T. Oar,26,Australia,72,72,3300000,3000,Left,A,B,LM,2020,5.8,146,4200000,81,64,70,72,37,52,1.73,66.2
3731,Fernando Bob,30,Brazil,72,72,2300000,6000,Left,B,B,RDM,2019,5.11,172,3500000,63,59,66,67,68,71,1.8,78.0
3732,C. Bernardi,28,Argentina,72,72,3100000,11000,Right,B,B,RM,2021,5.10,161,4700000,81,61,67,71,45,60,1.78,73.0
3733,H. Dalsgaard,28,Denmark,72,72,2500000,29000,Right,B,B,RB,2020,6.4,179,4700000,79,58,58,65,69,69,1.93,81.2
3734,G. Barry,37,England,72,72,425000,16000,Left,B,B,CDM,2019,6.0,172,808000,31,65,72,66,71,66,1.83,78.0
3735,J. Bottinelli,33,Argentina,72,72,1300000,10000,Left,B,C,LCB,2019,5.11,174,1900000,36,35,47,54,71,71,1.8,78.9
3737,I. Diomandé,25,Ivory Coast,72,77,3500000,14000,Right,B,B,CDM,2019,6.0,181,7200000,64,50,58,67,70,73,1.83,82.1
3738,Y. Al Shahrani,26,Saudi Arabia,72,74,3100000,24000,Right,A,B,LB,2021,5.7,134,5400000,85,61,66,70,65,63,1.7,60.8
3739,N. Boilesen,26,Denmark,72,74,3100000,14000,Left,B,B,LB,2023,6.1,165,4200000,73,53,60,68,69,71,1.85,74.8
3740,S. Ben Youssef,29,Tunisia,72,73,2700000,11000,Right,B,C,LCB,2020,6.2,181,5700000,63,41,45,50,70,79,1.88,82.1
3741,G. Sara,30,Argentina,72,72,2000000,10000,Right,B,D,GK,2021,6.0,185,3000000,42,19,26,37,18,48,1.83,83.9
3742,J. Otero,23,Colombia,72,79,4400000,12000,Right,B,B,RM,2021,6.0,154,9600000,89,70,65,70,35,67,1.83,69.9
3743,A. Biyogo Poko,25,Gabon,72,76,3900000,17000,Right,B,B,RDM,2021,5.8,159,8200000,74,57,59,72,68,78,1.73,72.1
3744,L. Castellanos,34,Colombia,72,72,1300000,3000,Right,B,D,GK,2018,6.0,172,1800000,43,19,23,39,19,43,1.83,78.0
3745,N. Maraš,22,Serbia,72,80,3900000,6000,Right,C,C,RCB,2021,6.1,172,9100000,67,33,39,61,72,72,1.85,78.0
3747,F. Fontanini,28,Argentina,72,73,2800000,13000,Right,C,C,LCB,2023,5.11,176,4500000,40,41,41,55,71,78,1.8,79.8
3748,A. Hruška,32,Czech Republic,72,72,1800000,1000,Right,B,D,GK,2021,6.4,194,3900000,31,14,15,33,17,34,1.93,88.0
3749,Martos,34,Spain,72,72,950000,10000,Right,B,C,LCB,2020,5.11,163,1400000,62,37,57,66,74,64,1.8,73.9
3750,J. Jeanvier,25,France,72,76,3400000,26000,Right,B,C,CB,2022,6.1,185,6700000,69,37,45,61,70,74,1.85,83.9
3751,J. Tagueu,24,Cameroon,72,75,4000000,8000,Left,B,B,ST,2019,5.10,172,8700000,70,65,52,71,33,59,1.78,78.0
3752,C. Terzi,34,Italy,72,72,950000,4000,Right,B,C,RCB,2019,5.11,152,1500000,46,44,42,61,71,78,1.8,68.9
3754,S. Moreira,23,France,72,78,3600000,16000,Right,C,B,RB,2021,5.10,159,7900000,70,37,58,67,69,66,1.78,72.1
3756,S. Rieks,31,Denmark,72,72,2700000,6000,Right,B,B,LWB,2020,6.1,165,3500000,75,67,65,72,39,61,1.85,74.8
3757,F. Moubandje,28,Switzerland,72,72,2500000,19000,Left,B,B,LB,2019,5.11,163,4900000,70,53,61,69,70,79,1.8,73.9
3758,P. Ankersen,27,Denmark,72,72,2600000,14000,Right,B,B,RB,2020,5.10,165,3300000,83,60,65,69,66,70,1.78,74.8
3760,Allano,23,Brazil,72,80,4600000,13000,Left,B,B,RM,2020,6.0,161,10100000,78,57,62,71,48,60,1.83,73.0
3761,J. Morávek,28,Czech Republic,72,72,3100000,18000,Right,B,B,CM,2020,5.11,170,5200000,49,70,70,72,56,57,1.8,77.1
3762,C. Riaño,29,Argentina,72,72,3100000,12000,Right,C,B,ST,2023,5.10,165,5300000,77,70,57,69,28,61,1.78,74.8
3763,Aythami Artiles,32,Spain,72,72,1800000,7000,Right,B,C,LCB,2020,6.0,172,2800000,31,43,51,59,71,77,1.83,78.0
3764,J. Risdon,25,Australia,72,75,3200000,7000,Right,B,B,RB,2019,5.6,154,4300000,77,44,57,66,68,81,1.68,69.9
3765,E. Alioski,26,FYR Macedonia,72,73,3700000,30000,Left,C,B,LM,2021,5.8,139,7200000,82,67,66,68,57,69,1.73,63.0
3766,C. Robinson,23,Republic of Ireland,72,80,4600000,10000,Right,B,B,LM,2019,5.10,165,9600000,84,65,60,71,35,55,1.78,74.8
3767,S. Bastien,21,Belgium,72,81,4800000,9000,Right,B,B,CAM,2022,5.9,161,8100000,74,64,72,73,56,69,1.75,73.0
3768,João Talocha,28,Portugal,72,72,2500000,7000,Left,B,C,LB,2020,5.11,165,5200000,70,43,54,66,69,69,1.8,74.8
3769,J. Pollersbeck,23,Germany,72,79,3200000,7000,Right,C,D,GK,2021,6.5,192,5800000,28,14,35,28,12,39,1.96,87.1
3770,M. Abeid,25,Algeria,72,74,3200000,10000,Right,B,B,CDM,2019,5.10,187,6600000,62,66,67,72,62,69,1.78,84.8
3772,Marcão,22,Brazil,72,78,3600000,6000,Right,C,C,LCB,2022,6.1,179,8400000,59,36,42,55,69,75,1.85,81.2
3774,B. Perlaza,26,Colombia,72,75,3200000,4000,Right,C,B,RDM,2019,6.2,183,4800000,51,49,52,64,70,70,1.88,83.0
3775,R. Sallai,21,Hungary,72,80,4600000,13000,Right,B,B,LW,2022,6.0,170,9200000,75,65,61,68,39,58,1.83,77.1
3776,B. Kamara,18,France,72,88,6000000,11000,Right,B,B,CB,2020,5.10,150,15200000,70,40,60,63,70,72,1.78,68.0
3777,T. Beugelsdijk,27,Netherlands,72,72,2600000,7000,Right,B,B,CB,2021,6.4,174,3900000,47,39,41,48,71,76,1.93,78.9
3778,G. Giménez,26,Argentina,72,73,3600000,11000,Left,B,A,RCM,2021,6.0,176,5700000,58,63,69,69,61,67,1.83,79.8
3779,K. Lafferty,30,Northern Ireland,72,72,3000000,38000,Right,A,B,ST,2020,6.4,194,5400000,67,71,61,68,37,78,1.93,88.0
3780,L. Díaz,21,Colombia,72,83,5500000,3000,Right,A,B,LM,2021,5.11,161,8800000,88,56,59,72,31,62,1.8,73.0
3781,L. Benito,26,Switzerland,72,75,3200000,15000,Left,B,C,LB,2019,6.0,187,5000000,80,51,59,66,66,74,1.83,84.8
3782,Raúl Lizoain,27,Spain,72,74,2500000,6000,Left,C,D,GK,2020,6.1,176,4200000,51,17,20,45,14,47,1.85,79.8
3783,L. Reyes,27,Chile,72,73,3500000,16000,Right,B,B,CDM,2019,5.9,165,6200000,68,56,62,71,67,78,1.75,74.8
3784,P. Bardsley,33,Scotland,72,72,1200000,32000,Right,B,B,RB,2019,5.11,174,2300000,53,58,60,67,73,76,1.8,78.9
3785,Jonas Damasto,34,Brazil,72,72,875000,14000,Left,C,C,LB,2021,5.10,152,1700000,80,45,56,62,69,64,1.78,68.9
3787,M. Rodríguez,23,Chile,72,78,4300000,14000,Right,A,B,LM,2019,5.7,150,8100000,90,61,56,74,47,66,1.7,68.0
3789,Thiago Cionek,32,Poland,72,72,1800000,10000,Right,B,C,RCB,2020,6.0,176,3200000,67,30,38,59,71,76,1.83,79.8
3790,A. Struna,27,Slovenia,72,73,2900000,3000,Right,B,C,RCB,2019,6.3,190,4900000,67,43,55,60,70,81,1.91,86.2
3791,R. Salinas,30,Mexico,72,72,2200000,16000,Right,B,B,RB,2021,5.11,172,3800000,69,64,68,66,68,70,1.8,78.0
3792,Salva Sevilla,34,Spain,72,72,1500000,8000,Right,B,B,LCM,2020,5.10,157,2300000,48,68,79,67,44,53,1.78,71.2
3793,Y. Bissouma,21,Mali,72,82,5000000,23000,Right,B,B,CM,2023,6.0,176,10400000,72,60,69,72,66,63,1.83,79.8
3794,M. Rohdén,27,Sweden,72,72,3200000,4000,Right,A,B,CM,2019,6.0,168,5100000,70,67,63,72,56,80,1.83,76.2
3795,M. Demir,26,Turkey,72,74,3800000,12000,Right,B,B,ST,2019,5.11,152,7900000,76,73,70,73,37,66,1.8,68.9
3796,D. Lezcano,28,Paraguay,72,72,3200000,21000,Right,A,B,ST,2020,5.10,174,5100000,82,70,68,74,44,78,1.78,78.9
3797,J. Puncheon,32,England,72,72,2400000,35000,Left,C,B,CM,2019,5.8,146,4500000,59,69,74,74,58,63,1.73,66.2
3798,M. Abarhoun,29,Morocco,72,72,2400000,5000,Right,C,C,RCB,2019,6.2,165,5100000,50,31,37,56,73,69,1.88,74.8
3799,W. Owusu,28,Ghana,72,72,3200000,11000,Right,A,C,ST,2019,6.1,163,4800000,68,71,57,64,39,75,1.85,73.9
3800,Rúben Fernandes,32,Portugal,72,72,1800000,7000,Left,B,C,LCB,2019,6.1,172,3700000,63,50,50,62,71,76,1.85,78.0
3801,E. López,23,Mexico,72,76,4100000,23000,Left,A,B,CAM,2022,5.6,146,7200000,76,65,65,74,32,54,1.68,66.2
3802,O. Rivero,26,Uruguay,72,75,3900000,17000,Right,B,B,ST,2019,6.2,181,7000000,72,72,41,69,30,73,1.88,82.1
3803,Joshuando Sá,34,Brazil,72,72,875000,12000,Left,B,C,LB,2021,6.0,179,1700000,74,47,59,62,70,65,1.83,81.2
3804,L. Martínez,20,Argentina,72,80,4000000,7000,Left,B,B,RCB,2021,5.9,154,6800000,59,36,50,65,72,67,1.75,69.9
3805,O. Şişmanoğlu,28,Germany,72,72,3200000,13000,Right,B,B,ST,2019,6.1,183,6400000,74,66,54,66,48,69,1.85,83.0
3806,A. Zaldívar,24,Mexico,72,77,4200000,25000,Left,B,B,ST,2023,5.10,168,7500000,79,70,58,67,47,64,1.78,76.2
3807,D. Guzman,28,Costa Rica,72,73,2800000,6000,Right,B,B,CM,2018,5.10,174,4500000,63,60,68,67,65,74,1.78,78.9
3808,J. Jones,23,Northern Ireland,72,77,4200000,5000,Right,B,B,LM,2019,5.9,134,7600000,90,55,64,74,40,49,1.75,60.8
3809,J. Güemez,26,Mexico,72,73,3000000,8000,Right,B,B,CM,2018,5.8,163,5400000,67,63,66,67,68,83,1.73,73.9
3810,Jeff Meirson,26,Brazil,72,72,2600000,11000,Left,B,C,LB,2021,5.10,170,5000000,71,55,68,62,71,70,1.78,77.1
3811,Camacho,24,Portugal,72,78,4300000,9000,Right,B,B,LW,2022,5.7,165,9800000,78,67,66,76,32,52,1.7,74.8
3812,Nuno da Costa,27,Cape Verde,72,73,3600000,15000,Right,B,B,ST,2021,6.0,154,7500000,78,68,49,72,32,59,1.83,69.9
3813,T. Zengin,34,Turkey,72,72,1300000,23000,Right,D,D,GK,2019,6.4,198,2400000,31,13,18,40,14,49,1.93,89.8
3814,B. Jeannot,26,France,72,74,3800000,12000,Right,B,B,ST,2021,6.0,172,7900000,65,72,55,69,33,60,1.83,78.0
3815,M. Oikonomou,25,Greece,72,76,3400000,1000,Right,B,C,RCB,2023,6.2,187,7700000,58,25,38,50,71,72,1.88,84.8
3816,P. Stojanović,22,Slovenia,72,78,3600000,1000,Right,B,B,RB,2021,5.10,159,8600000,79,56,63,66,66,73,1.78,72.1
3817,B. Sarmiento,28,Argentina,72,72,3100000,14000,Right,B,B,CAM,2021,5.7,146,4700000,82,67,70,78,29,51,1.7,66.2
3818,J. Hamad,27,Sweden,72,72,3300000,5000,Right,B,B,LM,2018,5.8,159,4100000,74,66,68,76,43,68,1.73,72.1
3819,A. Al Habsi,36,Oman,72,72,425000,12000,Right,C,D,GK,2020,6.4,205,723000,48,16,29,46,18,54,1.93,93.0
3820,L. Miranda,24,Argentina,72,78,3600000,8000,Right,C,B,CDM,2023,5.8,154,6200000,79,60,69,74,63,66,1.73,69.9
3821,R. Holzhauser,25,Austria,72,76,3400000,10000,Left,B,B,CDM,2020,6.4,185,5200000,40,71,73,63,64,72,1.93,83.9
3822,Dani Giménez,34,Spain,72,72,1300000,6000,Right,C,D,GK,2020,6.0,170,2000000,33,14,25,38,14,42,1.83,77.1
3823,Maycon,20,Brazil,72,84,5500000,1000,Left,C,B,CAM,2023,5.8,157,12700000,70,65,69,66,63,69,1.73,71.2
3824,H. Kiyotake,28,Japan,72,72,3100000,7000,Right,B,B,RM,2022,5.8,146,3900000,70,68,71,74,41,56,1.73,66.2
3825,D. Maroh,31,Slovenia,72,72,2100000,6000,Right,C,C,LCB,2021,6.1,187,3000000,51,39,41,56,73,73,1.85,84.8
3826,E. Şen,29,Belgium,72,72,2400000,15000,Right,B,B,CDM,2018,5.11,165,4800000,66,64,64,69,72,70,1.8,74.8
3827,K. Onisiwo,26,Austria,72,72,3300000,19000,Right,B,C,RM,2019,6.2,187,6000000,77,61,65,68,53,66,1.88,84.8
3828,S. Juklerød,24,Norway,72,77,3500000,8000,Left,B,B,LB,2020,6.2,176,5500000,85,60,63,69,62,73,1.88,79.8
3829,P. Stenzel,22,Germany,72,77,3500000,14000,Right,B,B,RB,2021,6.0,163,6500000,64,53,61,67,68,68,1.83,73.9
3830,M. Camara,21,Guinea,72,82,4400000,1000,Right,C,B,LDM,2023,5.11,179,10600000,67,56,58,66,69,77,1.8,81.2
3831,Douglas,30,Brazil,72,72,3000000,4000,Left,B,B,LS,2019,6.0,163,3800000,71,73,43,64,30,71,1.83,73.9
3832,D. Le Tallec,28,France,72,73,2800000,17000,Right,A,C,LCM,2022,6.2,176,5900000,68,62,59,66,74,71,1.88,79.8
3833,R. Gosens,23,Germany,72,77,4200000,16000,Left,B,B,LM,2020,6.0,168,7400000,75,61,68,68,67,75,1.83,76.2
3834,R. Bobadilla,31,Paraguay,72,72,2800000,11000,Right,B,B,ST,2021,5.10,201,4000000,68,72,66,69,45,79,1.78,91.2
3835,K. Wolze,28,Germany,72,72,2500000,7000,Left,B,B,LB,2019,5.9,154,3900000,78,70,67,72,67,75,1.75,69.9
3836,C. Basham,29,England,72,72,2400000,10000,Right,C,C,RCB,2021,6.3,176,4600000,67,44,52,59,71,79,1.91,79.8
3837,J. Cabot,24,France,72,78,4300000,6000,Right,B,B,RW,2020,5.5,141,8300000,92,62,56,75,30,53,1.65,64.0
3838,Gonçalo Silva,27,Portugal,72,74,3000000,5000,Right,C,C,LCB,2019,6.1,174,6600000,61,35,43,56,72,73,1.85,78.9
3839,C. Arboleda,32,Colombia,72,72,1700000,4000,Right,B,B,RB,2019,5.7,132,2400000,88,50,60,75,62,66,1.7,59.9
3840,G. Lajud,24,Mexico,72,76,2900000,10000,Right,D,D,GK,2023,5.11,176,5100000,45,17,24,43,16,46,1.8,79.8
3841,Unai Simón,21,Spain,72,82,3900000,8000,Right,B,D,GK,2023,6.3,196,8900000,47,16,21,36,17,50,1.91,88.9
3842,C. Knasmüllner,26,Austria,72,75,3900000,14000,Right,B,B,CAM,2021,5.11,154,6100000,76,65,69,74,41,68,1.8,69.9
3843,L. Lollo,31,Argentina,72,72,2100000,15000,Right,C,C,CB,2020,6.0,187,2900000,32,36,35,52,71,70,1.83,84.8
3844,A. Milić,24,Croatia,72,77,3500000,11000,Left,B,C,LB,2021,6.2,187,5600000,47,43,65,54,72,67,1.88,84.8
3845,Ronaldo Vieira,19,England,72,81,4000000,9000,Right,B,B,CDM,2023,5.10,154,7700000,78,57,62,72,65,77,1.78,69.9
3846,S. Bahoken,26,Cameroon,72,75,3900000,18000,Right,B,B,ST,2022,6.1,172,8100000,79,63,45,68,27,63,1.85,78.0
3847,Ontiveros,20,Spain,72,82,5000000,6000,Right,B,B,RM,2020,5.7,165,9000000,75,66,68,73,33,47,1.7,74.8
3848,N. Höfler,28,Germany,72,72,2500000,17000,Right,B,C,CDM,2021,5.11,172,4500000,57,48,60,68,68,74,1.8,78.0
3849,K. Acosta,22,United States,72,80,4500000,6000,Right,S,B,CM,2019,5.10,150,7400000,79,66,70,72,64,78,1.78,68.0
3850,Kwoun Sun Tae,33,Korea Republic,72,72,1600000,7000,Right,C,D,GK,2023,6.0,187,2000000,43,16,28,47,18,45,1.83,84.8
3851,A. Çamdalı,34,Germany,72,72,950000,10000,Right,B,C,RDM,2019,6.1,165,1900000,38,59,64,65,68,76,1.85,74.8
3852,B. Linssen,27,Netherlands,72,72,3300000,12000,Right,B,B,LW,2020,5.7,154,4900000,79,70,67,74,40,72,1.7,69.9
3853,M. Trotta,25,Italy,72,74,3900000,34000,Left,B,B,ST,2020,6.2,187,6900000,65,72,57,67,46,67,1.88,84.8
3854,J. Dezi,26,Italy,72,74,3700000,28000,Right,B,B,CM,2022,5.10,152,6900000,76,59,63,70,60,71,1.78,68.9
3855,Choi Chul Soon,31,Korea Republic,72,72,2000000,8000,Right,B,B,LB,2023,5.9,154,2600000,73,51,62,68,68,78,1.75,69.9
3856,Danilo,26,Brazil,72,73,3000000,13000,Left,B,B,LB,2020,5.7,159,5000000,75,57,60,73,68,73,1.7,72.1
3857,J. Savarino,21,Venezuela,72,82,5000000,5000,Right,A,A,RW,2021,5.7,146,8500000,84,65,62,77,36,62,1.7,66.2
3858,M. Zeman,29,Czech Republic,72,72,3000000,1000,Left,B,A,LM,2021,5.9,146,6700000,86,60,69,76,42,61,1.75,66.2
3859,N. Baker,27,England,72,74,3000000,27000,Left,C,C,CB,2021,6.2,181,6000000,52,32,37,48,71,75,1.88,82.1
3860,M. Saymak,25,Netherlands,72,76,4000000,11000,Right,B,B,CAM,2021,5.7,139,8300000,74,67,62,74,44,56,1.7,63.0
